Heart Rate (BPM),Blood Oxygen Level (%),Step Count,Sleep Duration (hours),Activity Level,Fit
68.96,97.01,11222,8.78,2,1
65.6,95.27,11018,5.46,2,1
73.04,100.0,3872,6.55,1,1
68.63,95.35,2093,7.17,1,0
64.82,100.0,10848,4.11,2,0
53.88,97.18,20185,10.15,2,1
98.89,98.35,4110,6.7,2,1
83.26,97.71,1033,5.99,0,0
99.25,95.56,6586,4.83,2,1
49.95,93.71,1329,6.71,1,0
61.36,97.66,5079,8.6,2,1
69.77,100.0,6875,8.25,1,1
60.54,98.01,4143,5.67,2,1
47.71,98.91,12293,6.08,0,1
61.64,98.98,3286,7.31,1,1
72.09,97.88,1179,8.27,2,1
98.85,97.16,4364,8.8,0,0
60.35,99.02,2608,7.63,2,1
71.63,96.16,1946,4.42,1,1
74.48,96.7,4621,5.81,1,1
99.0,98.01,7452,4.74,0,1
40.0,97.37,18294,4.77,2,1
62.83,96.74,6651,6.86,0,0
78.7,100.0,12660,5.46,0,0
81.27,96.0,8336,6.93,2,0
74.42,98.49,15565,7.23,1,0
75.19,100.0,1557,5.85,1,1
97.07,96.48,3197,6.06,1,1
78.13,99.91,12839,4.55,0,0
64.44,96.85,2603,6.71,2,1
84.11,97.23,3382,7.31,2,1
71.18,94.96,4653,4.59,2,0
66.5,95.85,4823,7.51,1,0
60.3,99.6,9714,6.56,0,0
70.55,97.68,11892,5.76,1,0
67.3,98.92,11415,7.11,2,0
75.52,100.0,2494,7.18,1,0
66.65,100.0,3103,3.55,2,0
77.56,100.0,6737,8.12,2,1
76.25,94.17,8122,7.17,0,0
87.48,94.26,2947,5.61,1,1
53.16,95.54,1585,5.43,0,0
92.03,99.91,4962,8.92,0,0
79.94,98.76,1293,7.94,0,1
83.82,100.0,6084,4.36,2,0
50.24,97.67,4408,6.52,1,1
74.23,98.01,3621,8.03,2,0
98.01,98.58,7327,6.77,1,0
72.82,96.18,3768,5.68,0,0
76.95,99.94,3567,5.5,1,0
57.84,97.99,7371,6.6,1,1
78.46,100.0,3965,5.01,1,1
64.83,100.0,1521,3.3,0,0
85.3,97.78,1284,7.51,0,0
82.89,96.64,3983,4.98,2,1
76.49,97.76,5854,6.9,1,0
88.31,99.62,11123,5.54,1,0
90.66,99.56,6549,7.6,2,0
75.21,95.08,5138,6.3,1,0
58.69,100.0,2475,6.6,1,1
52.0,94.98,8249,7.25,0,0
95.75,95.33,2207,5.84,2,1
64.5,100.0,6315,5.43,0,0
40.0,97.47,6482,6.07,1,0
70.11,94.04,2548,7.42,1,1
93.43,97.63,5933,10.29,2,0
48.37,96.31,9087,8.78,0,0
69.96,96.69,14295,3.19,1,1
64.21,98.37,6077,5.6,1,1
64.92,94.84,1244,4.43,1,1
85.92,100.0,6442,7.65,0,0
66.3,96.35,3232,6.2,0,1
77.42,95.62,2201,4.52,1,1
77.37,99.25,11674,7.32,0,0
65.76,99.17,4541,6.98,2,1
63.71,97.97,2431,4.8,1,1
76.05,96.07,20138,8.77,1,0
50.22,97.02,1262,5.37,2,0
104.91,98.06,1072,7.39,2,1
86.05,100.0,2039,7.88,0,1
72.45,95.28,8392,4.85,0,0
68.74,100.0,7800,9.23,2,1
54.94,97.59,10091,4.6,0,0
76.53,95.22,5999,4.91,2,0
66.8,98.97,4749,8.94,0,1
106.22,97.36,3958,6.46,0,1
71.92,98.83,14536,6.97,2,1
75.21,99.84,2945,7.13,0,1
89.25,99.34,15548,4.88,2,1
60.0,96.55,2256,9.32,2,1
76.59,100.0,1198,9.79,0,0
96.07,97.29,2061,3.7,0,1
70.37,99.57,4838,5.83,0,0
71.93,99.48,18215,7.52,2,1
89.02,98.73,1366,6.33,2,0
96.38,98.86,6070,5.69,2,0
72.94,96.06,1718,7.34,2,0
48.92,95.97,4378,9.04,0,0
61.46,99.87,9257,3.9,1,1
67.84,97.02,13570,4.99,1,1
90.85,97.18,2853,5.37,0,1
78.46,96.91,19485,10.1,0,1
64.87,97.0,4423,8.76,0,0
58.11,97.71,19311,6.91,0,1
52.6,97.27,1835,6.37,2,1
82.74,98.37,15917,7.16,2,0
69.16,97.61,2841,8.26,0,1
90.22,98.01,9725,6.12,1,1
81.41,98.56,17025,5.99,1,0
65.8,98.09,2960,3.82,1,1
66.89,98.94,6638,5.46,0,1
76.54,95.63,8564,5.94,2,1
74.53,97.09,5439,7.15,2,0
61.63,99.17,13209,6.9,0,1
93.08,100.0,6407,6.51,2,1
71.34,100.0,5214,5.68,1,0
111.15,100.0,6522,8.42,0,0
85.52,98.71,10243,9.02,1,0
92.51,100.0,20865,4.55,0,0
65.39,94.56,1367,5.18,0,0
85.59,96.3,11216,6.36,1,1
87.94,99.91,6265,4.75,0,1
81.45,97.7,4158,4.52,1,0
86.45,99.01,7354,6.61,0,1
65.28,94.06,11348,4.51,2,1
40.0,97.0,7561,6.38,1,0
62.38,100.0,9618,9.05,2,1
54.93,99.4,6546,6.21,0,0
100.84,96.09,5827,6.7,2,0
60.83,99.22,1179,4.93,2,1
65.92,98.21,3337,3.06,1,1
52.13,98.81,7338,5.02,0,0
85.92,96.92,5502,5.64,0,1
64.26,96.49,10169,6.83,1,1
97.89,96.48,7695,7.6,0,0
86.73,94.38,5147,8.99,2,1
75.21,96.95,5926,7.41,0,1
72.09,95.62,18896,6.14,0,1
57.65,96.66,16603,7.7,2,1
97.08,97.7,11016,6.96,0,1
68.27,99.56,2868,3.14,0,0
72.81,98.16,2714,6.16,1,0
98.85,97.2,9759,5.62,0,1
87.97,98.29,6609,6.32,0,0
67.18,97.78,8559,2.86,0,0
89.92,97.6,1207,6.42,1,0
95.92,97.77,7641,8.32,0,1
51.74,98.01,3254,6.54,0,1
69.68,97.21,3490,4.95,1,1
67.69,99.43,11125,4.69,1,1
95.13,96.48,8405,6.7,0,0
87.08,100.0,2954,4.04,2,0
40.77,96.03,7842,7.91,1,1
75.51,99.69,17033,5.74,0,1
55.33,94.87,1997,5.2,2,0
64.24,98.67,5961,5.46,0,1
64.6,99.13,1418,6.25,0,0
83.75,95.98,7381,5.7,2,1
88.61,100.0,1223,4.55,1,1
68.43,97.29,3031,8.45,2,1
79.75,96.28,11078,4.99,2,1
80.92,99.85,8070,5.21,1,0
53.38,96.09,6539,8.51,2,0
73.21,98.71,18697,6.35,0,0
51.65,97.25,8220,8.77,0,1
90.22,98.24,1026,5.68,0,1
75.66,93.49,4942,8.23,0,0
68.15,98.01,4866,3.86,0,1
101.7,96.72,6456,6.37,1,1
69.91,99.6,2617,7.47,0,0
74.31,99.42,10625,7.54,0,1
84.53,100.0,3459,8.9,2,1
76.48,99.38,4109,9.44,2,1
62.96,96.11,3284,7.82,1,1
86.48,99.58,4312,6.19,2,1
76.52,97.87,7664,6.48,2,1
105.38,96.17,16358,5.64,1,1
76.47,98.05,4977,7.89,1,0
72.0,95.64,1269,5.55,1,0
76.96,97.93,4584,6.36,0,0
68.73,98.73,1736,6.56,2,1
77.24,98.38,7307,4.84,1,0
73.06,96.03,13626,4.77,0,1
90.37,100.0,7924,4.14,2,1
79.01,99.09,1204,6.45,2,1
73.03,95.84,1757,8.63,2,0
96.76,97.94,2276,4.91,2,1
84.48,94.55,3894,8.42,0,0
76.73,96.81,5922,6.74,0,1
88.63,99.09,8033,7.36,0,1
91.75,96.12,6601,7.42,2,1
75.21,98.76,12282,3.42,1,1
86.24,96.19,3812,5.31,1,1
94.4,97.65,5914,6.78,1,1
67.92,97.54,18932,7.04,0,1
83.47,98.91,3531,8.31,1,1
68.4,96.94,1949,9.65,2,1
71.26,98.53,10621,6.93,1,0
49.91,98.01,4454,6.92,2,1
91.75,94.12,8784,7.34,1,0
65.31,100.0,9307,6.45,2,1
92.32,98.32,6016,8.35,2,1
93.41,100.0,4198,6.45,1,1
69.95,99.52,3953,7.13,1,0
58.85,96.81,3347,5.19,1,0
81.12,97.99,2393,6.27,2,0
78.41,97.41,3913,5.41,1,0
93.72,97.29,2659,6.42,1,0
80.65,99.59,2605,7.9,1,1
93.39,93.64,7019,4.31,1,0
82.69,99.7,9018,6.53,1,1
69.49,97.69,9507,6.68,2,1
87.65,97.23,6429,6.74,1,0
88.21,98.17,8517,8.96,1,1
93.98,95.14,10271,6.16,1,1
81.45,95.92,5241,8.84,1,1
66.84,97.05,3550,6.87,2,0
66.57,100.0,4977,6.79,0,0
77.43,99.56,4977,6.69,0,0
96.15,97.55,20677,6.8,0,1
92.72,95.72,1178,5.45,2,0
75.21,98.05,9901,5.44,1,0
74.66,98.9,1927,8.2,0,0
65.39,97.44,6323,5.26,2,1
53.07,100.0,3969,6.3,0,1
79.08,98.31,2981,7.07,2,0
101.76,97.9,8774,6.78,0,0
99.49,100.0,4977,8.23,2,1
85.42,98.83,6367,8.82,2,0
45.38,94.24,1302,10.33,1,0
80.09,97.03,8038,6.61,0,0
79.71,94.59,14771,7.06,2,0
77.48,93.79,8087,6.24,1,1
61.08,94.92,2392,6.77,2,1
87.78,97.88,5833,7.55,2,0
77.79,98.03,5065,6.19,1,0
75.21,100.0,5021,7.62,2,0
61.98,95.15,1514,8.01,0,0
67.72,96.79,5198,7.12,2,0
82.36,97.1,11202,7.05,0,0
79.06,99.97,1404,5.81,0,0
81.38,97.25,1256,6.37,2,1
65.26,94.16,9985,5.94,0,1
46.46,99.58,8210,7.8,2,1
63.6,96.94,4646,4.47,0,0
65.69,98.79,4479,8.31,0,0
77.66,99.61,12606,6.78,1,0
54.97,93.81,11600,7.9,1,1
87.27,100.0,5213,7.13,1,0
73.51,99.34,7598,5.51,2,0
109.65,95.87,9566,6.61,2,0
69.41,92.79,2498,4.63,2,1
89.66,100.0,2475,6.25,0,1
69.18,98.42,2145,5.68,1,1
103.79,100.0,1281,3.71,2,0
85.96,98.88,2544,7.14,0,0
86.63,97.82,1926,4.66,2,0
75.21,97.85,2679,8.12,1,1
50.8,95.88,1169,3.02,0,1
100.91,99.62,1235,9.46,0,1
75.21,98.01,5252,6.46,0,0
88.04,99.24,6357,5.4,2,1
83.36,98.63,1696,6.37,2,1
90.89,100.0,4905,7.77,1,0
47.78,96.11,6449,7.09,2,1
80.89,100.0,7205,7.32,2,1
53.95,96.08,4622,8.05,1,1
71.4,100.0,5615,4.72,1,1
75.21,98.06,11499,7.92,1,1
63.82,94.88,13592,8.54,2,1
85.31,98.6,5895,7.53,0,0
85.42,97.66,15272,4.42,1,1
40.0,99.05,13862,5.89,0,1
73.97,100.0,8386,6.58,1,1
78.0,96.5,3157,5.21,1,0
86.22,95.43,12289,9.72,2,1
83.23,100.0,3479,7.11,0,0
48.74,95.69,3613,7.9,1,1
71.11,100.0,18409,6.67,1,0
91.12,97.31,4852,4.7,1,1
57.02,98.01,1365,7.68,0,1
74.96,95.89,1075,9.52,2,1
88.07,99.1,2519,5.93,1,0
86.41,99.93,4282,5.65,2,1
72.68,95.92,2473,7.76,2,1
92.7,100.0,8711,7.89,1,1
64.03,99.89,5476,8.22,2,1
85.98,100.0,3654,6.29,1,1
88.47,98.46,1680,6.28,1,1
54.48,93.29,6509,2.56,2,1
94.54,98.48,7848,6.58,1,1
50.27,97.74,10732,5.65,2,1
67.97,95.49,1841,9.34,0,1
79.95,98.44,4858,3.82,0,1
92.05,98.01,2002,9.29,0,1
76.98,97.59,4977,8.31,0,0
93.08,100.0,2694,7.95,1,1
73.45,96.38,3473,4.65,0,0
58.66,95.37,20658,5.68,0,0
68.14,98.07,4326,5.2,0,1
73.28,100.0,9045,6.53,0,1
40.0,97.29,5587,7.66,0,1
75.21,97.73,10104,7.16,2,1
73.54,98.2,2672,5.14,0,0
89.46,97.4,14663,6.22,2,1
77.41,99.16,5572,8.07,0,0
51.88,95.35,2588,7.27,0,1
64.71,96.87,3051,6.74,0,0
69.15,100.0,1700,4.8,2,0
40.0,99.05,5633,4.28,0,1
84.06,97.11,3841,9.15,0,0
82.51,97.91,5622,4.99,2,1
70.78,98.16,1737,5.34,1,0
104.46,96.0,1605,6.02,2,0
82.66,100.0,2786,8.33,2,0
68.73,97.09,12614,7.41,0,1
54.53,98.28,9422,9.03,2,1
85.83,97.82,4038,6.95,1,1
76.86,97.69,3821,8.54,2,1
74.15,98.34,19155,8.12,1,1
69.91,97.53,9581,8.11,0,0
82.39,96.34,8771,7.21,0,0
63.36,98.26,5823,8.06,2,0
74.71,97.49,7265,6.05,1,0
76.39,95.24,8395,5.65,0,0
83.65,97.52,5629,5.99,1,1
62.73,97.41,13042,9.91,2,0
75.75,95.59,19856,6.45,2,1
78.11,99.23,10397,9.47,2,1
74.92,100.0,5269,7.1,2,1
40.0,97.87,13779,6.02,2,0
79.99,97.41,12321,7.33,1,0
113.53,98.54,3805,5.76,2,0
88.77,98.52,12820,5.14,0,1
45.66,96.71,1460,8.52,0,1
68.92,99.29,4433,8.42,0,1
72.07,96.67,1850,6.02,0,1
56.42,97.56,15750,6.82,0,1
61.6,98.39,3200,6.36,1,0
89.01,97.53,8072,5.27,2,0
73.33,97.85,5498,4.31,0,0
89.22,100.0,2994,4.7,2,0
65.15,99.79,9503,4.94,2,0
69.86,94.82,10807,6.82,0,0
69.53,97.08,4977,5.29,0,0
51.73,96.36,13743,5.33,0,0
71.16,99.09,3072,4.62,0,1
99.57,99.45,10061,4.65,0,0
75.21,98.01,7350,4.61,0,1
76.76,95.3,4261,6.38,2,0
75.21,97.48,15382,8.06,1,1
101.53,100.0,5944,8.75,1,1
71.3,98.73,12836,6.58,0,0
89.36,100.0,5323,5.33,1,1
49.33,98.01,2766,7.35,2,0
73.34,98.79,4977,5.19,1,0
82.73,96.94,15742,5.27,1,1
66.12,94.45,4942,5.39,0,1
72.45,97.06,9668,6.42,1,1
76.4,98.95,2846,8.93,2,1
71.18,97.6,3393,7.78,0,1
72.22,98.75,1481,5.41,1,1
87.49,96.96,4977,4.92,0,1
82.77,98.87,3423,7.47,1,0
50.35,97.63,2852,6.83,2,0
81.45,97.16,11739,7.48,2,1
62.39,99.2,4874,5.73,0,1
104.87,97.82,1296,7.0,2,0
74.86,96.29,4979,6.91,0,1
72.06,97.71,1884,8.4,1,0
93.13,96.09,5505,7.86,2,1
71.44,100.0,3128,8.4,0,0
57.35,96.64,1910,6.47,0,0
48.55,98.52,1323,5.45,1,1
59.29,97.5,4232,6.45,2,0
79.82,100.0,14261,6.3,2,0
72.78,100.0,9935,6.2,0,0
69.12,99.57,9195,6.24,1,1
91.79,100.0,5558,6.3,1,0
101.29,99.38,10600,7.7,0,1
87.1,98.01,3309,8.52,2,0
85.55,97.69,19632,8.12,1,0
63.26,96.59,14299,3.23,2,1
61.47,96.6,15215,6.67,1,1
74.8,94.17,3264,7.52,2,1
76.16,99.48,5438,9.16,0,1
79.09,99.54,1257,5.89,0,0
94.41,100.0,4431,4.67,0,0
54.71,97.63,5812,7.4,0,1
70.16,94.85,6678,5.78,0,1
48.81,98.81,2444,6.36,0,1
92.63,99.84,15853,7.95,0,1
58.46,94.27,15937,6.5,1,1
99.84,97.5,8506,7.77,1,0
86.29,95.93,12438,6.1,1,1
52.83,98.15,8406,5.39,2,0
78.03,99.86,3915,4.58,0,0
96.07,95.96,2819,4.94,1,0
83.38,98.88,9271,5.54,0,0
75.46,100.0,2478,7.94,2,1
80.53,98.94,1985,6.18,2,0
50.11,96.5,9852,4.96,1,0
76.44,100.0,11032,6.58,1,0
82.26,98.96,2266,6.93,2,0
78.34,95.98,2781,7.03,0,1
68.93,100.0,5579,9.13,1,0
81.87,93.51,2126,6.48,1,1
77.75,100.0,6522,6.94,1,0
45.12,95.58,2319,5.65,0,1
79.65,100.0,1177,7.77,0,1
86.19,95.28,2018,6.45,1,1
63.33,98.74,1286,8.13,1,0
82.51,97.43,7518,8.21,0,1
72.16,100.0,1382,6.22,0,0
81.4,97.58,3860,9.9,1,0
88.15,99.64,8075,6.09,1,0
88.86,95.42,14136,9.1,0,0
59.37,95.03,3585,6.24,2,0
64.01,99.3,3920,7.49,0,1
97.15,98.85,3557,5.79,2,1
88.24,96.11,4175,7.17,1,0
86.92,98.45,6285,8.25,2,1
77.01,99.87,10770,3.87,2,0
69.31,97.99,13833,5.28,1,0
83.42,97.6,1821,5.04,2,1
74.6,97.21,6540,8.61,1,1
98.24,98.94,15642,4.64,1,1
75.21,94.24,14683,9.67,2,1
77.8,96.25,3211,5.03,0,1
65.31,93.22,14084,6.85,2,0
63.24,100.0,11012,6.45,2,0
78.99,96.77,16617,6.72,0,0
71.35,98.72,19138,6.63,2,0
65.14,100.0,13967,5.34,1,0
43.52,98.92,1274,4.62,0,1
85.43,96.52,9537,6.73,2,1
67.13,95.67,2423,5.91,2,1
66.97,97.23,7114,6.78,2,1
58.46,98.51,1025,7.64,1,1
77.44,94.38,5160,7.05,0,0
59.96,97.58,2915,9.21,1,1
83.35,99.53,6172,5.9,1,1
64.25,98.92,5412,9.1,0,0
82.49,99.4,13940,6.87,0,1
78.95,96.45,17104,5.42,0,0
58.7,99.67,5427,6.72,2,1
75.21,94.39,4901,8.9,2,0
68.69,97.37,10784,5.52,2,1
62.07,96.81,4977,5.83,0,1
74.48,94.26,14260,4.42,0,1
70.5,100.0,2161,5.19,2,1
68.14,96.67,3216,5.23,0,0
95.13,99.68,16686,6.98,2,1
76.72,97.81,5351,8.7,2,1
102.93,98.01,14440,6.33,0,1
93.44,99.14,1841,6.67,2,1
55.77,98.28,12209,4.75,0,1
96.17,97.97,2125,5.93,1,1
73.1,97.13,6089,9.78,0,1
70.84,99.04,19097,7.81,2,0
68.69,94.35,5014,8.32,2,0
80.99,95.01,15830,8.1,2,0
109.5,98.54,6155,9.41,2,0
75.21,97.52,2119,5.46,2,1
67.54,98.66,6930,6.9,1,1
75.21,97.75,12866,6.39,1,1
65.89,96.79,5041,5.54,0,0
73.45,96.13,2042,6.71,2,0
84.77,97.87,18204,7.3,2,1
78.58,97.85,1092,7.38,2,0
74.35,98.41,4840,5.38,2,1
75.21,99.71,11085,5.07,0,1
81.67,100.0,1576,6.06,2,1
68.91,98.37,1847,6.59,1,1
91.58,100.0,1387,6.82,0,0
87.52,99.29,1211,5.27,2,0
71.31,97.82,4248,3.14,0,1
75.21,100.0,7072,5.87,0,0
76.43,100.0,8575,7.91,2,0
64.62,96.78,2774,5.94,0,0
85.76,97.39,6843,6.39,1,0
49.91,96.5,15341,6.69,1,0
79.42,99.98,14268,7.11,0,1
100.73,97.24,5498,5.65,1,1
72.71,97.06,1952,7.95,0,1
69.85,100.0,11648,9.67,0,1
98.1,95.62,4439,6.93,2,0
74.88,97.7,8146,3.61,0,0
81.17,99.96,2037,6.91,2,0
81.45,95.35,2545,6.2,0,0
73.28,96.18,11015,9.59,2,1
69.56,98.35,7580,7.36,2,1
61.54,98.94,3372,5.26,2,1
75.29,98.79,10466,3.6,0,0
59.51,95.8,18259,4.88,1,0
81.25,99.21,1047,7.88,1,0
86.88,99.28,7399,7.18,1,0
68.46,99.42,1266,8.63,2,0
83.15,98.93,4453,6.98,0,0
46.05,100.0,2004,6.08,1,1
89.44,95.7,18636,6.36,1,0
73.98,98.65,11583,6.11,0,1
82.9,97.26,2268,6.09,2,0
102.27,98.18,3327,4.91,1,1
93.36,94.3,5881,5.74,0,1
40.0,97.46,5811,3.76,0,0
83.29,97.68,7340,8.02,1,0
70.77,96.7,1954,7.01,2,0
83.88,98.47,17861,9.11,2,1
63.86,96.24,7652,5.31,0,1
73.26,100.0,10159,4.75,0,1
59.71,96.86,14930,7.18,1,0
75.21,96.9,4273,5.97,0,1
79.91,96.3,8705,6.95,1,1
79.56,98.78,10536,8.66,2,0
59.1,95.87,9864,8.4,1,1
84.49,98.49,3700,6.63,2,0
101.78,100.0,4977,8.08,1,1
51.66,99.22,3348,6.3,0,1
86.39,100.0,7109,3.25,1,1
63.77,95.47,17095,7.26,1,0
75.67,96.47,6081,7.82,2,1
40.0,98.32,5463,5.38,0,0
73.51,95.87,2970,6.21,1,1
73.9,97.64,8537,5.78,0,0
94.71,100.0,5158,8.07,2,1
67.05,95.35,15976,7.7,0,0
75.21,94.88,20541,9.48,2,1
76.76,96.76,2847,5.04,1,0
69.09,99.12,6907,4.42,0,0
66.88,95.89,2580,5.12,0,1
93.65,98.47,7478,5.82,0,0
95.87,98.78,8785,5.48,1,0
65.6,97.81,6833,6.58,0,1
71.8,100.0,8352,6.61,0,0
78.39,97.68,10610,10.16,0,0
76.09,99.68,8337,7.81,1,0
51.38,95.75,11699,6.9,0,0
98.0,96.77,20595,8.09,2,0
63.77,99.89,16582,5.23,2,1
59.67,98.01,2236,7.87,2,1
58.88,99.61,5807,6.45,1,1
42.26,97.83,19976,6.68,1,0
75.91,94.82,6774,4.79,2,0
72.53,98.64,4841,5.89,0,0
59.89,100.0,15733,5.78,1,1
96.14,99.12,3718,9.72,0,1
87.59,98.35,13185,9.68,1,1
62.33,98.85,11065,8.21,1,0
79.84,99.8,16583,6.64,0,1
91.19,99.7,2136,5.62,2,1
61.44,97.12,4803,4.95,0,1
75.21,95.17,2857,7.01,2,0
77.49,97.58,1936,6.65,0,1
75.66,98.01,6469,6.47,2,0
62.76,98.85,1332,6.08,1,0
106.51,98.01,4969,4.98,1,0
67.66,98.93,8381,6.01,2,0
83.38,96.56,6479,6.96,1,1
87.11,97.35,4879,5.87,0,1
40.0,98.13,7845,4.79,1,0
87.44,99.29,1278,6.67,1,0
75.13,99.02,4036,6.96,1,0
71.05,96.76,9711,5.95,0,1
73.16,99.05,6063,6.47,0,0
83.74,100.0,16572,2.7,0,0
40.76,98.62,4105,7.61,0,0
107.42,96.59,4543,6.18,2,1
54.75,100.0,4028,7.6,0,0
81.65,97.66,2074,8.27,1,0
67.74,99.21,6250,6.54,2,1
82.27,96.82,2015,7.02,2,1
88.0,98.91,1706,6.71,0,0
63.97,98.7,6814,4.1,1,1
104.33,100.0,20295,7.08,0,0
94.82,97.31,1586,5.09,0,0
86.82,100.0,1413,5.21,0,1
69.65,98.89,5128,7.29,1,1
81.59,98.61,2437,7.67,1,1
67.14,95.31,12873,7.01,2,0
103.73,97.39,8572,7.8,1,0
87.35,96.42,2155,5.63,0,0
103.15,97.77,5902,5.68,0,0
76.25,97.79,8671,7.6,1,1
65.51,96.1,7726,3.94,2,0
58.95,98.24,1435,6.35,1,1
95.32,100.0,4395,6.89,1,0
69.41,97.8,1548,5.69,0,1
40.0,96.92,17999,3.62,1,1
40.0,98.76,5705,8.58,1,0
52.87,95.92,3463,5.6,2,1
69.36,100.0,17508,5.67,1,0
71.6,100.0,16401,8.49,0,0
57.95,99.0,8125,8.77,2,0
88.26,100.0,2573,5.17,2,0
72.84,94.83,5582,5.77,2,1
68.03,100.0,13124,7.23,1,1
62.0,98.29,6364,6.88,0,1
92.19,97.01,4300,7.98,2,1
54.45,97.19,7637,7.25,1,0
98.65,97.64,11710,7.75,2,0
59.42,94.3,3240,4.11,1,0
87.61,98.82,19204,8.51,0,0
81.24,95.83,4194,4.85,2,1
85.56,100.0,16665,5.3,1,0
77.43,100.0,8335,7.25,0,0
81.88,96.61,8521,4.63,1,0
95.41,98.46,1191,5.58,2,1
78.04,96.08,6106,6.86,0,0
42.01,94.89,1663,6.16,2,0
79.86,98.11,2773,5.2,1,1
112.84,95.48,3444,5.09,2,0
48.2,96.02,3122,7.21,2,1
105.01,98.87,6904,6.35,2,1
85.82,98.63,1871,6.69,1,1
49.54,96.19,4932,7.56,2,1
75.61,95.05,3578,6.78,0,1
81.03,98.01,7239,6.0,2,0
88.67,99.39,1938,5.18,2,0
75.21,100.0,5638,7.17,0,0
85.44,100.0,9439,9.49,0,1
95.78,98.71,8265,7.82,0,0
88.3,98.01,12582,4.24,0,1
68.32,99.2,13467,5.4,1,1
85.28,96.12,19487,4.19,0,0
58.8,94.64,6939,2.94,0,0
75.21,99.24,2181,6.85,2,1
58.27,98.46,11588,4.76,2,0
93.82,96.26,11966,4.75,1,0
66.48,97.78,6336,5.54,0,0
109.6,100.0,13321,6.11,1,1
67.58,97.48,6197,4.4,0,0
74.08,98.58,3880,7.98,1,1
72.92,97.46,9172,7.12,0,0
58.95,98.24,6377,8.11,0,1
97.07,98.07,3802,6.79,1,1
44.89,100.0,10292,8.0,2,1
75.21,97.0,11259,3.99,1,1
69.29,96.68,17250,5.5,1,1
61.07,97.68,1464,5.41,1,0
76.59,100.0,2325,7.7,1,1
66.4,99.54,14323,8.56,0,0
68.57,98.66,8121,8.41,1,1
58.01,98.24,3254,6.51,2,0
54.19,98.52,3416,8.36,1,1
104.86,98.62,13101,5.92,2,1
82.51,95.74,2754,6.43,1,0
78.39,96.32,7440,5.7,1,1
49.64,100.0,6989,6.55,1,1
79.64,98.01,1127,6.73,2,0
80.93,98.64,5840,6.34,0,1
76.71,98.6,20812,2.77,1,1
75.12,97.3,18203,10.21,1,1
85.9,95.85,14568,4.75,0,0
52.5,96.18,1864,5.57,2,0
52.18,96.4,16845,6.24,2,1
62.29,100.0,9946,7.5,0,0
81.68,98.71,4080,4.85,0,0
65.48,98.01,9206,10.01,2,1
62.99,97.68,9303,5.91,0,0
73.81,97.0,4798,9.21,1,1
95.41,96.4,1954,8.09,2,1
73.11,98.41,11703,5.22,1,0
108.03,99.94,6701,7.38,2,0
79.54,99.0,2101,7.88,1,0
89.68,97.45,12884,5.34,0,1
75.21,99.72,9117,6.37,1,0
55.71,100.0,3538,3.76,1,1
76.83,97.2,15740,4.77,0,0
93.83,100.0,13854,6.56,0,1
46.92,98.25,2226,6.36,0,1
52.71,96.86,4775,7.7,2,1
105.32,95.53,6256,8.03,1,1
52.37,96.04,9225,6.99,2,1
57.51,96.63,1902,4.82,2,1
67.45,96.43,1301,6.74,1,1
60.1,97.42,7142,6.38,2,1
57.38,94.52,3496,5.49,2,1
44.42,98.01,3892,4.22,1,1
67.08,99.36,4458,4.73,2,1
104.4,93.92,5014,5.23,2,1
83.32,99.87,1522,8.09,2,1
92.64,95.93,6034,6.01,0,1
82.82,97.21,8702,5.44,0,0
76.26,95.94,9202,5.66,2,1
74.17,96.65,2167,6.06,0,1
100.16,97.75,1429,6.86,2,0
60.85,96.87,3799,8.38,2,0
87.77,97.11,4979,3.2,1,1
76.19,94.89,3644,6.65,2,1
79.47,99.96,15234,7.46,2,1
67.98,98.4,1527,8.18,2,0
57.9,94.68,3364,7.13,0,0
92.92,97.13,6632,7.63,1,0
78.94,100.0,13670,4.64,2,1
89.9,99.0,2193,5.43,0,0
75.21,95.24,2026,5.04,1,0
92.85,99.0,2761,2.94,0,1
92.93,97.51,5445,5.1,2,1
45.28,99.84,2224,7.5,0,0
76.94,97.67,3143,5.35,0,0
83.66,98.57,14067,7.77,2,0
69.23,100.0,7840,4.15,0,1
89.92,98.38,5639,5.52,1,1
90.07,95.66,9031,5.91,0,0
65.73,96.04,9869,8.28,1,1
69.2,100.0,1511,6.59,2,0
57.58,93.62,1209,6.94,1,0
78.04,100.0,1438,7.78,2,0
75.04,97.3,4375,6.41,1,1
62.14,96.45,3779,7.55,0,0
53.57,98.89,5063,6.94,2,1
72.03,97.29,2912,5.98,1,0
59.53,98.18,3947,4.89,0,0
64.12,95.72,2826,8.24,0,1
88.78,96.94,2371,7.59,0,0
87.92,98.01,4468,4.91,0,1
84.94,100.0,9589,6.58,1,1
74.38,95.13,14137,5.44,1,1
64.77,99.05,4445,6.45,2,0
94.83,99.94,2709,8.83,1,1
70.15,97.37,16980,5.97,2,0
79.06,99.34,2865,5.24,1,1
71.43,100.0,9665,6.14,1,0
65.57,93.73,1369,6.27,2,1
52.15,96.98,5954,8.32,2,0
75.21,98.87,14154,7.89,2,1
66.06,98.27,6309,7.22,2,0
75.21,99.58,9502,10.11,2,1
106.96,98.56,9280,6.88,0,0
59.68,98.57,4773,5.13,2,1
76.83,98.28,5759,7.75,2,0
60.75,99.18,18391,6.56,2,0
91.55,99.04,7853,6.94,2,0
